text,label
i am feeling unsure about my words but it also means i am writing which is good,4
i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,4
i can feel it in my aching bones,0
i no longer feel disadvantaged by my ethnicity and the fact that the majority of gay men are racist and dont wanna date asians,0
im sure there are plenty of lovely parties going on but im not feeling very sociable whats new,1
the day i got to know that i would get a shared dwelling with my boyfriend my parents place was getting a little crowded with my growing bother wanting a room to himself i first felt doubt,1
i feel really lethargic today and just cant be bothered with much,0
i feel like even though i dont buy into societys ideas about what a woman should look like i am still constantly unhappy with myself,0
i feel very confident that its a good one,1
i feel relieved when i don t have to play jeoffrey pagetitle eyo,1
i feel bad about school,0
i feel when they are distressed in the night is perhaps more than empathy,4
ill be happy to take his money when ever he is feeling generous enough to part with it,2
i feel terrible writing so little but theres not anything else to report on,0
a few monthe ago,3
i quickly learned just by moving from sauna to ice cold bath to steam room to shower until you feel like a tortured goldilocks who wants nothing more than to find the middle ground between too hot and too cold,4
i feel and yet your still hesitant to tell me,4
i feel myself uncertain as to the next step to take,4
